Index,Topic1,Topic2,Count
69239723,Cooking,PewDiePie,283
69251286,Draft:Independence Day 2,The Division,264
69260036,Physical exercise,Vine,306
69292812,Cannabis,Marco Rubio,357
69296912,Feminism,Proposed referendum on United Kingdom membership of the European Union,657
69313383,Islamic State of Iraq and the Levant,Sun,353
69349536,Airstrike,Islamic State of Iraq and the Levant,305
69438714,Economic collapse,Islamic State of Iraq and the Levant,690
69450642,Muslim,United Kingdom,290
69486764,Gavin McInnes,Islam,337
69568973,Antichrist,Pope Francis,293
69612948,AK-47,Sniper,462
69630860,Flamethrower,Rifle,252
69648406,Donald Trump,Iowa Caucus,535
69661456,Fine Brothers,Star Wars Episode VII,503
69688237,South China Sea,Vladimir Putin,458
69700679,Dragon Ball,Star Wars,255
69735665,Bernie Sanders,Cat,484
69754187,Orlando,Zika fever,284
69767467,Police,Venezuela,373
69774187,Army,PewDiePie,296
69784777,Beyoncé Knowles,Sexual intercourse,271
69789783,Alex Jones,September 11 attacks,938
69808634,Firearm,Traffic collision,270
69811685,George Soros,Refugee,358
69811837,Malheur National Wildlife Refuge,Ted Cruz,257
69847749,Bodybuilding,Cooking,284
69852836,Electronic Entertainment Expo,Practical joke,491
69853474,Rape,"United States presidential election, 2016",265
69855908,Car,Let's Play,268
69858289,Antonin Scalia,Ben Carson,280
69874271,Planets beyond Neptune,Pope Francis,323
69916061,Moon,Nibiru cataclysm,396
69937044,Food,Orlando,364
69945259,Minecraft,Star Wars: Episode VIII,266
69945761,Cenk Uygur,Racism,327
69951702,Donald Trump,Venezuela,770
69963845,Muslim,Rape,542
69995063,China,NASA,266
70008356,Hillary Rodham Clinton,Stock market crash,275
70008750,Donald Trump,GoPro,343
70052347,.50 BMG,Call of Duty,270
70059748,Asteroid,Russia,397
70059762,Bilderberg Group,Refugee,374
70084508,Glenn Beck,Immigration,255
70119703,Federal Bureau of Investigation,Oregon,649
70149738,Federal Bureau of Investigation,Roger Stone,250
70165098,DayZ,Practical joke,273
70195382,PlayStation 4,Star Wars: Episode VIII,258
70285652,Food,Russia,299
70290040,David Cameron,Syria,280
70332240,Dog,Special Forces,271
70332756,Games,World War II,254
70335660,Planets beyond Neptune,Sun,391
70338947,Saudi Arabia,Shooting,343
70349646,Call of Duty: Black Ops III,Rocket League,286
70359167,Doom,Mortal Kombat X,263
70365914,Firearm,Lockheed Martin F-35 Lightning II,301
70368179,Iran,Islamic State of Iraq and the Levant,690
70381238,Flint,Gun control,519
70418750,United States Army,United States Navy,485
70448696,Star Wars,The Elder Scrolls V: Skyrim,476
70454686,Counter-Strike: Global Offensive,Police,274
70461574,Donald Trump,Rape,1139
70472939,Bilderberg Group,Chemtrail conspiracy theory,313
70476062,Airplane,Fighter aircraft,302
70476162,AR-7,Firearm,264
70486627,Call of Duty,Star Wars: Battlefront,528
70492192,Gun control,Marco Rubio,561
70493178,Police officer,Stephen Colbert,292
70493401,US Marines,Vladimir Putin,267
70498649,Batman,Draft:Independence Day 2,294
70504209,"Donald Trump presidential campaign, 2016",President of the United States,263
70531787,Bernie Sanders,Superman,367
70544337,Asteroid,Orlando,385
70552139,Batman,Film,824
70563818,Donald Trump,Smith & Wesson,302
70570290,Russia,Russian Armed Forces,408
70575255,Feminism,Russia,348
70596623,Deadpool,PlayStation 4,395
70601076,Sniper,Syrian civil war,301
70606194,End time,Pope,379
70621251,Sniper,Special Forces,360
70632247,Flood,Refugee,295
70645665,Planet,Ted Cruz,387
70649123,Tom Clancy's Rainbow Six: Siege,Trailer,416
70689149,Animal,Gun,557
70730160,Bernie Sanders,United States Bureau of Land Management,263
70739182,Suicide Squad,X-Men: Apocalypse,272
70754881,Feminism,Gun control,600
70776379,Dying Light,Gameplay,297
70785137,Martial law,Republican Party,312
70801794,Stolen Valor: How the Vietnam Generation Was Robbed of its Heroes and its History,Veteran,296
70801936,End time,Film,337
70805798,Barack Obama,Robot,659
70818749,M60 machine gun,Machine gun,279
70833697,Death,Practical joke,357
70870197,Bilderberg Group,Rothschild family,296
70893699,AK-47,Gauge,306
70895210,Fallout: 4,Resident Evil,310
70911282,Dog,John Oliver,271
70955203,Special Forces,The Division,282
70972952,Food,Vine,296
71017225,Lockheed Martin F-22 Raptor,United States Navy,270
71018522,Battlefield 4,Firearm,522
71032184,Alex Jones,Central Intelligence Agency (CIA),387
71039310,Fallout: 4,Gang Beasts,292
71040171,Earthquake,Walmart,478
71049890,Firearm,Gold,314
71085696,Extraterrestrial life,Prophecy,446
71121848,Extraterrestrial life,Hillary Rodham Clinton,958
71205404,Call of Duty 4: Modern Warfare,Call of Duty: Black Ops III,406
71227352,Roast,The Division,285
71234727,Combat,US Marines,470
71251009,Counter-Strike,Counter-Strike: Global Offensive,687
71257773,North Atlantic Treaty Organization (NATO),Recep Tayyip Erdoğan,299
71280748,Russia,Video game,365
71312680,Grand Theft Auto V,Teenage Mutant Ninja Turtles,297
71341103,Islamic State of Iraq and the Levant,September 11 attacks,980
71342332,Sexual intercourse,Video blog,508
71386479,Anime,Star Wars,497
71413754,The Division,Xbox One,556
71415837,European Union,Planets beyond Neptune,291
71426676,Food,Tattoo,291
71472101,Food,Proposed referendum on United Kingdom membership of the European Union,427
71473812,AK-47,Shooting,990
71483930,Counter-Strike: Global Offensive,Minecraft,680
71487229,Chemtrail conspiracy theory,Flat Earth,348
71509471,Bernie Sanders,Vice,433
71531622,Fine Brothers,Garry's Mod,350
71539407,Firearm,Motorcycle,689
71548905,BuzzFeed,Car,277
71555696,George Soros,Hillary Rodham Clinton,667
71561605,Cenk Uygur,Donald Trump,789
71581185,Captain America: Civil War,Game of Thrones,347
71608255,Brussels,Oregon,331
71616378,Animal,Earth,312
71617693,9×19mm Parabellum,Suppressor,261
71619742,Stolen Valor: How the Vietnam Generation Was Robbed of its Heroes and its History,United States Navy SEALs,363
71646927,Oregon,Zika fever,263
71666276,September 11 attacks,Video game,293
71682006,Feminism,Syria,283
71683184,Dark Souls,Overwatch,433
71695610,Grand Theft Auto V,H1Z1,361
71703028,Shooting,Walmart,308
71714681,Bernie Sanders,Social justice,255
71746822,Deadpool,Draft:Independence Day 2,262
71768092,Personal computer,Practical joke,276
71770657,Grand Theft Auto,Kanye West,344
71790022,Flint,World War III,339
71809814,Pedophilia,Refugee,253
71816270,2016 Republican National Convention,Barack Obama,325
71858347,Hillary Rodham Clinton,Judge,403
71870490,Car,Protest,371
71902823,Methane,Syria,250
72121607,2012 Benghazi attack,Film,302
72129447,Firearm,United States of America,289
72133527,Grand Theft Auto V,Overwatch,850
72154418,Martial law,Nigel Farage,254
72160764,Shotgun,Smith & Wesson M&P,259
72165852,Donald Trump,Mortal Kombat X,267
72189671,Concealed carry,Pistol,341
72256654,Fox News Channel,Islamic State of Iraq and the Levant,395
72259196,SHOT Show,Self-defense,254
72285672,Firearm,Turkey,431
72287149,Fukushima Daiichi nuclear disaster,North Korea,331
72314934,Firearm,Practical joke,1086
72325422,Hillary Rodham Clinton,Supplemental Nutrition Assistance Program,257
72404724,Cooking,Soldier,286
72458191,Assassin's Creed,Trailer,302
72460990,Assault rifle,Kel-Tec,262
72466418,Bernie Sanders,Grand Theft Auto V,498
72467766,Cat,Proposed referendum on United Kingdom membership of the European Union,399
72469373,Combat,The Division,295
72493209,Bundy standoff,Nibiru cataclysm,343
72497396,Fukushima Daiichi nuclear disaster,Police officer,261
72514622,Angela Merkel,Islam,370
72524269,Chris Christie,Ted Cruz,288
72530649,Special forces,United States Air Force,297
72546317,Practical joke,Weapon,607
72576265,Antonin Scalia,Barack Obama,893
72586388,CERN,Pope,339
72621497,GoPro,Gun,353
72662438,Car,Game of Thrones,336
72679343,Flood,Volcano,311
72734707,Gun,Special forces,634
72793523,Alex Jones,CNN,298
72818393,Fallout: 4,Vsauce,256
72849803,Gun,Snake,321
72867039,Anonymous,United States Navy,275
72869723,Firearm,Prison,391
72904478,Gameplay,Tom Clancy's Rainbow Six,428
72918509,Donald Trump,LEGO,392
72977623,Grand Theft Auto,Trailer,696
72978124,Markiplier,The Division,305
72983065,Aircraft,Soldier,325
72999597,Aviation accident or incident,Islamic State of Iraq and the Levant,312
73010752,Hillary Clinton email system,Police officer,357
73060890,Cannabis,Islam,394
73062268,End time,Moon,371
73074784,Turkey,United States Navy,283
73080594,Black Lives Matter,Pedophilia,260
73081442,Gun,StG 44,435
73084598,Film,Helicopter,482
73111392,World War I,World War II,341
73118151,Dying Light,Fallout: 4,323
73138161,Orlando,Republican Party,564
73156160,Ghostbusters III,Ted Cruz,313
73161754,Donald Trump,Pregnancy,292
73164003,Flint,Israel,257
73166006,.22 Long Rifle,US Marines,263
73207627,China,Weapon,308
73224116,Airplane,Film,345
73254381,Kiss,Practical joke,328
73257276,Puppy,Video game,433
73317175,Antonin Scalia,Electoral fraud,280
73324272,Car,Kevin MacLeod,306
73336628,Islamic State of Iraq and the Levant,Paul Ryan,289
73346890,Hillary Rodham Clinton,Illuminati,1081
73373703,Dinosaur,Games,303
73417712,Conor McGregor,Ultimate Fighting Championship,300
73420307,Oregon,Pope,317
73423661,Battlefield 4,Deadpool,306
73440569,Call of Duty,Practical joke,1016
73441395,Car,FPSRussia,253
73465537,Earthquake,South China Sea,322
73467280,Grand Theft Auto V,io,517
73469943,Barack Obama,SHOT Show,292
73492981,Donald Trump,Judge,460
73498644,Iran,Muslim,351
73561698,Extraterrestrial life,Missile,264
73563745,American football,Donald Trump,336
73581882,Food,The Young Turks,301
73583138,Battlefield 4,The Division,658
73622482,Jimmy Fallon,Jimmy Kimmel,330
73627782,Mod,Tank,309
73664285,Stefan Molyneux,World War III,344
73700346,Gun,Super Bowl 50,328
73702631,Firearm,Michelle Fields,277
73761102,Antonin Scalia,Extraterrestrial life,392
73764350,AK-47,Concealed carry,340
73770859,Hillary Rodham Clinton,Saturday Night Live,422
73792992,ARMA 3,Motorcycle,260
73796352,Hillary Clinton email system,Syria,282
73901481,Car,Military aircraft,288
73954739,Call of Duty,Kevin Hart,257
73959887,Airsoft,Minecraft,355
73961152,Alex Jones,Roger Stone,586
73994321,Fallout: 4,Rifle,470
73997195,2015 Libya migrant shipwreck,Robot,263
74058131,Earth,North Korea,569
74058204,Practical joke,Special forces,423
74079670,Gun,Roast,312
74084760,AK-47,Bernie Sanders,306
74085874,Ted Cruz,Venezuela,455
74090999,AK-47,Gun,1056
74142185,Call of Duty: Black Ops II,PewDiePie,303
74174133,Batman,Islamic State of Iraq and the Levant,403
74202664,Conspiracy theory,Video game,301
74226736,Hillary Rodham Clinton,Ship,323
74245772,The Division,Total War,335
74258189,Counter-Strike: Global Offensive,VanossGaming,343
74274983,Alex Jones,Vaccine,315
74314563,Music,Video blog,376
74332853,Firearm,Millennials,309
74333398,NASA,Rothschild family,251
74335263,ARMA,US Marines,408
74335615,.22 Long Rifle,AK-47,492
74355393,Illuminati,Vladimir Putin,653
74385451,Marines,Practical joke,382
74395185,Alex Jones,Missile,291
74397051,Super Tuesday,Ted Cruz,372
74411840,Fighter aircraft,Film,461
74415649,Antonin Scalia,Firearm,694
74429775,"Donald Trump presidential campaign, 2016",Shooting,335
74435125,Shooting sport,Smith & Wesson,367
74472389,Economic collapse,End time,657
74476905,Economic collapse,RT,413
74522650,Donald Trump,Trailer,1159
74527697,Economy,Martial law,361
74576006,Donald Trump,Supervolcano,291
74584583,Car,Economic collapse,309
74621483,Military,Police,824
74656440,Alex Jones,Mark Dice,366
74685951,Deadpool,Hillary Rodham Clinton,390
74694017,Food,Trailer,467
74727396,Army,Infantry,250
74730090,Military aircraft,Shooting,290
74767270,HTC Vive,Video blog,465
74776659,Games,Grand Theft Auto V,897
74816327,US Marines,Vice News,302
74823579,Military,Nice Peter,264
74823831,Syrian civil war,Trailer,251
74850039,Missile,Proposed referendum on United Kingdom membership of the European Union,401
74866998,Draft:Independence Day 2,Star Wars,387
74876726,Airsoft,Weapon,457
74890830,Soldier,iPhone,284
74945258,Airsoft,Unmanned aerial vehicle,267
74962277,LGBT,Police officer,305
74964664,.22 Long Rifle,Air gun,252
74975091,Alex Jones,NASA,502
74984587,Marco Rubio,Racism,323
75054901,Gun,Prison,384
75057058,Doom,Let's Play,377
75097112,Call of Duty: Black Ops III,United States Army,252
75101675,Bill Clinton,Russia,391
75106491,.223 Remington,Gun,294
75127981,Doom,Dying Light,262
75137806,Ark: Survival Evolved,Gameplay,540
75163884,Barack Obama,Pet,265
75168804,Batman,Orlando,260
75186760,Mars,Practical joke,263
75190588,Batman,Shotgun,256
75214774,Antonin Scalia,Hillary Rodham Clinton,925
75225949,Kim Jong-un,Russia,257
75238021,Firearm,Heckler & Koch,400
75240734,Black Lives Matter,Steven Crowder,412
75293742,Lightsaber,Star Wars Episode VII,362
75305303,Black Lives Matter,Republican Party,427
75322705,Overwatch,Quantum Break,310
75344756,Donald Trump,The Late Late Show with Tom Snyder,253
75345473,Barack Obama,The X-Files,334
75349394,Fallout: 4,VanossGaming,311
75398183,Cuba,Hillary Rodham Clinton,273
75400804,Earth,Video game,375
75413872,Car,Steven Crowder,282
75453986,National Rifle Association,Refugee,305
75478601,Illuminati,United Kingdom,276
75479442,Everyday carry,Firearm,470
75484589,Call of Duty,Virtual reality,643
75499611,Republican Party,Saudi Arabia,366
75501175,Immigration,Transgender,373
75514944,Hitman 6,Military,301
75526487,"Democratic Party presidential debates, 2016",Donald Trump,605
75533481,Republican Party,Sarah Palin,299
75537206,Grand Theft Auto,Video blog,1155
75566406,Practical joke,World War III,319
75608206,Donald Trump,Vsauce,415
75613515,"Bernie Sanders presidential campaign, 2016",Hillary Rodham Clinton,306
75650499,Burns,Flint,252
75671279,Justin Bieber,Shooting,288
75698321,Fallout: 4,Mario Maker,313
75730159,Kanye West,Video game,387
75732306,Anonymous,Refugee,294
75736809,2016 Democratic National Convention,Ted Cruz,297
75740813,Helicopter,War,251
75755118,Practical joke,Shooting,990
75760865,Five Nights at Freddy's,Practical joke,365
75835253,Food,Minecraft,369
75845861,European Union,Nibiru cataclysm,259
75846111,Fallout,Tom Clancy's Rainbow Six,473
75851084,September 11 attacks,Syrian civil war,406
75864799,RT,Ted Cruz,537
75871761,.45 ACP,Walther arms,283
75878666,Earth,Israel,302
75886475,Military aircraft,North Korea,312
75898473,False flag,Islam,447
75921433,Helicopter,Weapon,477
75991847,Practical joke,Snoop Dogg,273
76004005,2015 Libya migrant shipwreck,Barack Obama,797
76010134,China,North Atlantic Treaty Organization (NATO),347
76030804,LEGO,Shooting,298
76046104,Black Lives Matter,Pope,278
76052800,China,Ted Cruz,398
76078003,Barack Obama,United States Department of Homeland Security,351
76087022,Gun control,Steven Crowder,501
76090410,Prophecy,Sun,299
76110149,Bernie Sanders,Israel,462
76125079,"Donald Trump presidential campaign, 2016",Stefan Molyneux,286
76134593,Call of Duty,Fallout,759
76163358,Captain America: Civil War,Fallout: 4,402
76243491,Grand Theft Auto,Recruit training,384
76257600,Economic collapse,Yellowstone National Park,409
76268074,Film,Robot,497
76321827,Conspiracy theory,Earth,355
76352694,Call of Duty: Black Ops III,Gun,718
76385373,Halo,Video game,536
76430688,Fukushima Daiichi nuclear disaster,Islamic State of Iraq and the Levant,378
76437416,Electoral fraud,Islam,307
76442521,George Soros,Protest,344
76463462,Barack Obama,Libya,282
76464583,MSNBC,Marco Rubio,256
76474845,Donald Trump,Ku Klux Klan,540
76496575,Trailer,X-Men,270
76513426,Roman Atwood,Video game,297
76518304,Proposed referendum on United Kingdom membership of the European Union,Star Wars,469
76526407,Hillary Rodham Clinton,Shotgun,452
76549963,James Corden,The Late Late Show with Tom Snyder,320
76561793,Fukushima Daiichi nuclear disaster,Oregon,362
76615483,Fine Brothers,Grand Theft Auto,546
76721541,The Division,The Walking Dead,299
76749257,Bernie Sanders,Gerald Celente,305
76763352,Firearm,Xbox One,359
76778029,Earth,United States Navy,364
76784628,Call of Duty: Black Ops II,Far Cry,251
76788655,Firearm,Missile,477
76834755,Donald Trump,Rihanna,374
76846821,Donald Trump,State of the Union,358
76846826,Donald Trump,Troll,347
76856951,Fallout: 4,Mario,415
76863597,Call of Duty 4: Modern Warfare,Fallout: 4,250
76865420,Justin Bieber,Video game,376
76878562,Federal Emergency Management Agency,Protest,294
76895667,Car,Pistol,466
76896673,Bilderberg Group,Terrorism,371
76904304,Double-barreled shotgun,Rifle,323
76914317,Death,Gun control,259
76951894,Do it yourself,Video blog,287
76955565,Grand Theft Auto,Pokémon,376
76982854,September 11 attacks,Temple of Bel,255
76984691,Happy Wheels,JackSepticEye,279
76991010,Film,Police officer,746
77036941,Gerald Celente,New World Order,337
77048594,2015 Libya migrant shipwreck,Police officer,456
77075140,Aircraft,Special Forces,287
77084381,Militia,The Young Turks,292
77106420,Shooting sport,Soldier,267
77106710,Proposed referendum on United Kingdom membership of the European Union,Super Tuesday,293
77127807,Missile,United States Armed Forces,314
77137310,Flood,Police,337
77144218,Hillary Rodham Clinton,Uber,285
